key,image,base_ground_unique,target_ground_unique,preserved_ground_unique,disappeared_ground_unique,added_ground_unique,base_hall_unique,target_hall_unique,removed_hall_unique,retained_hall_unique,added_hall_unique,ground_disappeared_words,ground_added_words,hall_removed_words,hall_added_words,base_caption,target_caption
34464,COCO_val2014_000000034464.jpg,2,2,2,0,0,0,0,0,0,0,,,,,"The image captures a lively beach scene with several people enjoying their time near the ocean. There are at least five people visible in the scene, with some of them standing on the beach and others in the water. 

Two surfboards can be seen in the scene, one closer to the left side of the image and the other near the center. The surfboards are likely being used by the people in the water, as they are having fun and playing in the ocean. The beach is a popular spot for water activities and relaxation, with people of all ages enjoying the beautiful day.","The image captures a lively beach scene with several people enjoying their time at the beach. There are at least six people visible in the image, with some of them standing on the beach and others in the water. 

Two surfboards can be seen in the image, one near the center of the image and the other closer to the right side of the image. The surfboards are likely being used by the people in the water, enjoying the waves and the beach atmosphere. The beachgoers are spread out across the beach, with some standing closer to the water and others further back on the beach."
345822,COCO_val2014_000000345822.jpg,2,1,1,1,0,1,0,1,0,0,kite,,bench,,"The image features a group of people gathered in a park, with three men standing in the center of the scene. One of the men is holding a video camera, capturing the moment. The other two men are standing close to him, possibly discussing or observing the event.

There are several other people in the background, some of them standing and others sitting on a bench. A kite can be seen in the foreground, adding to the outdoor atmosphere of the scene. The presence of the kite and the people gathered in the park suggest that this could be a kite-flying event or a","The image features a group of people gathered in a field, with three men standing in the foreground and a man filming them. The man filming is holding a camera, capturing the moment. The group of people consists of a mix of men and women, all gathered together in the field.

In the background, there are several American flags, indicating that the gathering might be a patriotic event or a public gathering. The people in the group are engaged in conversation or observing the camera, creating a lively atmosphere."
346759,COCO_val2014_000000346759.jpg,3,2,2,1,0,1,0,1,0,0,person,,car,,"The image features a large red and white airplane parked on the tarmac at an airport. The airplane is positioned in the middle of the scene, with its tail extending towards the right side of the image. 

There are several trucks and vehicles surrounding the airplane, likely providing support and services for the aircraft. Two trucks are located on the left side of the airplane, while another truck is situated on the right side. Additionally, there are two cars parked near the airplane, one on the left and the other on the right side.

A person can","The image features a large red and white airplane parked on the runway at an airport. The airplane is a large passenger jet, and it is surrounded by several trucks and trucks parked around it. Some of the trucks are located near the airplane, while others are parked further away.

In addition to the trucks, there are several trucks parked near the airplane, including a truck on the left side of the airplane, one on the right side, and another on the far right side of the image. There are also two truck"
351463,COCO_val2014_000000351463.jpg,2,2,2,0,0,0,0,0,0,0,,,,,"The image features a man wearing a black jacket and a black hat, holding a baseball bat in his hands. He appears to be standing in front of a fence, possibly preparing to play a game or practice his swing. The man is the main focus of the scene, and his attire and posture suggest that he is an active participant in the sport.","The image features a man wearing a black jacket and a black hat, holding a baseball bat in his hands. He is standing in front of a fence, possibly preparing to play baseball or practice his swing. The man appears to be focused and ready to swing the bat.

The image also features a baseball bat, which is held by the man in the foreground. The fence is visible in the background, and the man appears to be standing in front of it."
352234,COCO_val2014_000000352234.jpg,2,2,2,0,0,1,0,1,0,0,,,dining table,,"The image features a delicious slice of cheese pizza on a white plate, with a fork placed on top of it. The pizza is cut into pieces, making it easy to eat. The plate is placed on a dining table, and the fork is positioned in the middle of the pizza, ready to be used. The pizza appears to be a personal-sized pizza, perfect for enjoying a meal.","The image features a delicious slice of cheese pizza on a white plate, with a fork placed on the plate, ready to be eaten. The pizza slice is placed on a white plate, and the fork is positioned on the plate, ready to be used. The pizza slice appears to be a slice of pizza with cheese and tomato sauce, making it a delicious and appetizing meal."
356424,COCO_val2014_000000356424.jpg,5,3,3,2,0,2,0,2,0,0,car; cup,,clock; potted plant,,"The image features a man sitting at a dining table in a restaurant, enjoying a meal. He is smiling and appears to be in a relaxed and happy mood. The table is set with various items, including a plate of food, a cup of water, and a glass of juice. 

There are other people in the scene, with one person sitting across from the man and another person sitting further back. A chair is visible near the table, and a car can be seen in the background. The restaurant setting includes a potted plant and a clock on the wall.","The image features a man sitting at a dining table in a restaurant, enjoying a meal. He is seated at the table with a plate of food in front of him, which includes a plate of eggs and a plate of fruit. The man is smiling, likely enjoying his meal.

The dining table is surrounded by several chairs, with one chair on the left side of the table, one on the right side, and another on the right side of the table. There are also two chairs on the right side of the table, one near the man and another further away."
356906,COCO_val2014_000000356906.jpg,2,1,1,1,0,2,0,2,0,0,chair,,bowl; sink,,"The image depicts a small, blue-walled bathroom with a white toilet situated in the middle of the room. The toilet is positioned under a window, which allows natural light to enter the space. Above the toilet, there is a light fixture with three lights, providing illumination for the bathroom.

In addition to the toilet, there is a sink located on the left side of the room, and a bowl can be seen placed on the floor. A chair is also present in the bathroom, positioned near the toilet. The","The image depicts a small, blue-painted bathroom with a white toilet and a white toilet paper roll. The bathroom features a blue-painted wall and a blue-painted bathtub. The bathroom is equipped with a toilet, a toilet paper roll, and a toilet paper roll holder.

In the bathroom, there is a window that allows natural light to enter the space. The bathroom also features a small window, which provides additional light and a view of the outside. The bathroom is decorated with a"
358624,COCO_val2014_000000358624.jpg,2,2,2,0,0,0,0,0,0,0,,,,,"The image features a person holding an orange in front of a Christmas tree. The orange is placed in the foreground, and the person's hand is visible, holding the fruit. The Christmas tree is adorned with various ornaments, including a few hanging from the top and others scattered around the tree. The scene creates a festive atmosphere, with the person and the orange adding a touch of color and warmth to the holiday setting.","The image features a person holding an orange in front of a Christmas tree. The orange is placed in the person's hand, and the orange is positioned in front of the tree. The tree is adorned with Christmas ornaments, creating a festive atmosphere. The person is standing close to the tree, with the orange being the main focus of the scene."
359020,COCO_val2014_000000359020.jpg,2,2,2,0,0,0,0,0,0,0,,,,,"The image features a man and a child standing on a beach, flying a kite together. The man is holding the kite string, while the child is watching and enjoying the activity. The kite is soaring high in the sky, adding a sense of excitement to the scene.

The beach is surrounded by a few trees, providing a natural backdrop for the kite-flying experience. The man and the child are the main focus of the image, showcasing their bonding moment as they engage in this fun outdoor activity.","The image features a man and a child standing on a beach, flying a kite together. The man is holding the kite string, while the child is holding the kite string as well. The kite is soaring high in the sky, adding a sense of excitement to the scene.

The beach is a sandy beach, and the beachgoers are enjoying their time together. The man and the child are the main focus of the image, but there are also a few other people visible in the background, enjoying the beach atmosphere."
359239,COCO_val2014_000000359239.jpg,5,5,5,0,0,0,0,0,0,0,,,,,"The image features a delicious pizza with a generous amount of cheese and tomato sauce, placed on a white plate. The pizza is served on a dining table, accompanied by a fork and a knife on the left side of the plate. There is also a wine glass positioned near the top left corner of the table. The table setting suggests a cozy and enjoyable meal.","The image features a delicious pizza with a generous amount of cheese and tomato sauce, placed on a white plate. The pizza is served on a dining table, accompanied by a pizza cutter and a knife. The pizza is served on a white plate, which is placed on a dining table.

The dining table is set with a fork and a knife, as well as a wine glass, suggesting that the meal is ready to be enjoyed. The dining table is surrounded by a dining table, creating a cozy and inviting atmosphere for a meal"
35940,COCO_val2014_000000035940.jpg,1,0,0,1,0,2,1,1,1,0,traffic light,,fire hydrant,,"The image features a city street with a one-way sign on the side of the road. A bench is located on the sidewalk, and a fence is positioned in front of it. The fence is adorned with graffiti, adding a touch of urban art to the scene. 

In addition to the bench and fence, there is a fire hydrant situated on the sidewalk, and a traffic light can be seen further down the street. The overall atmosphere of the scene is that of a bustling city street with various elements of urban life.","The image features a city street with a one-way sign on a pole, indicating the direction of traffic flow. The street is lined with a fence and a bench, providing a place for pedestrians to rest. The fence is located on the sidewalk, and the bench is situated nearby.

There is a building with graffiti on its side, adding a touch of urban art to the scene. The graffiti is visible on the side of the building, and it appears to be a popular spot for graffiti artists to showcase their work. The combination of the one-"
364596,COCO_val2014_000000364596.jpg,2,4,2,0,2,1,0,1,0,0,,bicycle; traffic light,truck,,"The image depicts a group of protesters gathered on a city street, holding signs and expressing their opinions. There are at least nine people in the scene, with some standing closer to the foreground and others further back. They are holding various signs, with some of them being more prominent than others.

The street is busy with traffic, including multiple cars and a truck. There are at least five cars visible in the scene, with one car on the left side, another on the right side, and three cars in the middle of the street. A truck can also be seen on the right side of the","The image depicts a group of protesters gathered on a city street, holding signs and expressing their opinions. There are at least nine people in the scene, with some standing closer to the camera and others further away. They are gathered around a street corner, possibly near a traffic light.

The street is busy with traffic, including cars and a bicycle. There are two cars parked on the side of the street, and another car is visible in the background. A bicycle is also present, parked near the center of the scene.

The protesters are holding signs, with at least"
366406,COCO_val2014_000000366406.jpg,4,3,3,1,0,6,2,4,2,0,tv,,bowl; chair; cup; vase,,"The image showcases a large, clean, and well-organized kitchen with a center island. The kitchen features a stainless steel refrigerator, a stove, a sink, and a microwave. The countertops are made of granite, and the cabinets are made of wood.

There are several items placed on the countertops, including a bowl, a cup, a bottle, and a vase. A TV is mounted on the wall above the countertop, providing entertainment while cooking or dining. A chair is also visible in the room, likely for","The image showcases a large, clean, and well-organized kitchen with a marble countertop. The kitchen is equipped with stainless steel appliances, including a stove, oven, and dishwasher. The kitchen also features a sink, sink faucet, and a sink faucet near the sink.

The kitchen is well-equipped with various kitchen items, such as a microwave, a refrigerator, and a sink. There are also several bottles placed around the kitchen, possibly containing cooking ingredients or condiments. Additionally,"
368510,COCO_val2014_000000368510.jpg,6,3,3,3,0,1,0,1,0,0,book; cell phone; chair,,keyboard,,"The image features a cluttered desk with a laptop computer sitting on top of it. The desk is surrounded by various items, including a mouse, a keyboard, and a cell phone. There are also several cans of soda scattered around the desk, with some placed near the laptop and others closer to the edge.

In addition to the electronics, there are two books on the desk, one located near the center and the other towards the left side. A chair is positioned in front of the desk, ready for someone to sit and work or play on the laptop.","The image features a cluttered desk with a laptop computer sitting on top of it. The desk is cluttered with various items, including a laptop, a mouse, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad, a mouse pad"
369082,COCO_val2014_000000369082.jpg,3,2,2,1,0,8,6,3,5,1,spoon,,bottle; chair; dining table,toaster,"The image depicts a small, clean kitchen with white appliances and wooden cabinets. The kitchen features a stove top oven, a microwave, and a sink. There is a refrigerator located on the right side of the kitchen. A dining table can be seen in the background, with a chair placed near it.

Various kitchen items are scattered throughout the space, including a bowl, a cup, a spoon, and a bottle. A vase is also present on the countertop, adding a decorative touch to the kitchen. The overall atmosphere of the kitchen","The image depicts a small, clean kitchen with a white refrigerator, a white stove, and a white dishwasher. The kitchen is equipped with a microwave and a toaster, and there is a sink in the kitchen as well. The kitchen is decorated with a few items, including a vase, a bowl, and a cup.

The kitchen is also equipped with a dishwasher, a sink, and a microwave. The kitchen is well-organized and clean, making it an inviting space for cooking and meal"
369533,COCO_val2014_000000369533.jpg,3,2,2,1,0,0,0,0,0,0,kite,,,,"The image captures a beautiful scene of a sunset over a large body of water, with a pier extending out into the ocean. A person is kiteboarding in the water, enjoying the windy conditions. The kite is visible in the sky, soaring above the person.

There are several birds scattered throughout the scene, some flying close to the water and others further away. The birds are of various sizes and can be seen in different positions, adding to the lively atmosphere of the scene.","The image captures a beautiful scene of a sunset over a large body of water, with a pier extending out into the water. The sunlight is shining through the clouds, creating a beautiful backdrop for the scene. A person is kiteboarding in the water, enjoying the beautiful weather and the picturesque view.

There are several birds flying in the sky, adding to the serene atmosphere of the scene. The pier extends out into the water, providing a scenic view of the water and the kiteboarder. The pier is also equipped with a pier light, ensuring safety and visibility"
36962,COCO_val2014_000000036962.jpg,4,3,3,1,0,1,2,0,1,1,book,,,person,"The image features a cat standing on top of a television set, which is placed on a wooden table. The cat appears to be curiously exploring the television or possibly trying to reach something on the table. 

In the room, there is a chair positioned near the table, and a book can be seen on the table as well. The scene gives off a cozy and playful atmosphere, as the cat seems to be enjoying its time on the television.","The image features a cat standing on a chair in a room, with its front paws on the chair's back. The cat appears to be looking at something, possibly a television or a person, as it stands on the chair. The chair is positioned near a dining table, and the cat appears to be looking at the television, which is located on the right side of the room.

The room also features a dining table and a television, with the television being the main focus of the cat's attention. The cat's position on the chair adds a playful and curious element to the scene."
370013,COCO_val2014_000000370013.jpg,1,2,1,0,1,1,1,1,0,1,,knife,bowl,microwave,"The image features a person holding a blender with a container of food inside, likely a dessert or a smoothie. The blender is filled with a mixture of ingredients, and the person is in the process of blending the contents. The blender is placed on a countertop, and the person's hand is visible above the blender, holding it securely.","The image features a person holding a blender with a blender full of a delicious-looking dessert. The blender contains a mixture of ice cream and other ingredients, creating a delightful treat. The person is in the process of blending the dessert, preparing it for consumption.

In the background, there is a microwave and a knife, which might have been used to prepare the dessert. The scene captures the moment of enjoyment and anticipation of indulging in the dessert."
372220,COCO_val2014_000000372220.jpg,3,2,2,1,0,0,0,0,0,0,handbag,,,,"The image features a man wearing a black hat and a black robe, standing in front of a building. He is looking at his cell phone, possibly checking messages or browsing the internet. The man appears to be a priest, as he is dressed in a religious attire.

There are several other people in the scene, some of them standing close to the man in the robe. A handbag can be seen placed on the ground near the center of the image. The overall atmosphere suggests a busy urban setting with people going about their daily activities.","The image features a man wearing a black hat and a black robe, possibly a priest or a monk. He is standing in front of a building, looking at his cell phone. The man appears to be focused on his phone, possibly checking messages or using an app.

There are several other people in the scene, some of whom are standing nearby, while others are further away. The presence of multiple people in the scene suggests that the man in the black hat and robe might be in a public or social setting."
373029,COCO_val2014_000000373029.jpg,4,4,4,0,0,1,0,1,0,0,,,suitcase,,"The image depicts an airport scene with a large commercial airplane parked on the runway. The airplane is surrounded by several vehicles, including cars and trucks, which are likely providing support services or transporting luggage and cargo. 

There are numerous people scattered around the airplane and the vehicles, likely working on various tasks related to the plane's operation or maintenance. Some of the people are standing close to the airplane, while others are further away, indicating a busy and active airport environment.","The image depicts an airport scene with a large commercial airplane parked on the runway. The airplane is surrounded by several vehicles, including cars and trucks, which are likely providing support services to the airplane. There are also several trucks and trucks parked around the airplane, likely providing support services to the airplane.

In addition to the vehicles, there are several people scattered around the airplane, likely working on the airplane or providing support services. Some of the people are standing near the airplane, while others are scattered around the area.

The air"
373140,COCO_val2014_000000373140.jpg,3,3,3,0,0,1,0,1,0,0,,,person,,"The image features a street with a blue motorcycle parked on the side of the road. The motorcycle is positioned next to a truck, and there are several other vehicles in the scene, including cars and another truck. 

In addition to the vehicles, there are two people visible in the image, one near the left side of the scene and another closer to the center. The presence of these individuals suggests that they might be pedestrians or passengers waiting for transportation.","The image features a street scene with a blue and yellow motorcycle parked on the side of the road. The motorcycle is parked next to a blue and blue motorcycle, which is parked on the side of the road as well. The motorcycle is parked on the side of the road, and it appears to be a motorcycle taxi.

In addition to the motorcycles, there are several other vehicles in the scene, including a truck and a truck-like vehicle. The truck is parked further down the road, while the truck-like vehicle is parked closer to"
373768,COCO_val2014_000000373768.jpg,4,4,4,0,0,2,1,1,1,0,,,book,,"The image features a young man standing in a room, holding a Wii remote and actively playing a video game. He appears to be enjoying the game, possibly a boxing game, as he is holding the remote in a boxing stance. 

In the room, there is a TV mounted on the wall, displaying the game that the young man is playing. A couch can be seen in the background, and a chair is placed nearby. Additionally, there is a book on a surface in the room, possibly a reference for the game or a leisurely read for the young man.","The image features a young man standing in a room, holding a Wii remote and actively playing a video game. He is standing in front of a television, which is displaying the game he is playing. Another person is standing nearby, watching the young man play the game.

The room features a couch in the background and a chair nearby. There are two chairs in the room, one closer to the television and the other further away. The television is positioned on the right side of the room, and the television screen is visible in the background."
375440,COCO_val2014_000000375440.jpg,3,2,2,1,0,1,0,1,0,0,boat,,bird,,"The image features a lush green field with a couple sitting on a bench, enjoying the view of the water and the city in the distance. There are several other people scattered throughout the field, some sitting on benches and others standing, all taking in the beautiful surroundings.

In the background, there is a boat visible on the water, adding to the picturesque scene. The field is also home to a few birds, which can be seen flying or perched in the area. The overall atmosphere is serene and inviting, making it an ideal spot for relaxation and leisure.","The image features a lush green field with a couple sitting on a bench, enjoying the view of the water and the city in the distance. The couple is sitting on a bench near the water, with the city skyline visible in the background. 

There are several other people scattered throughout the field, enjoying the outdoor space and the view. Some of them are sitting on benches, while others are standing or walking around. The scene is a peaceful and relaxing scene of people enjoying the outdoors and the beautiful view."
376123,COCO_val2014_000000376123.jpg,3,2,2,1,0,0,1,0,0,1,sports ball,,,baseball bat,"The image captures a baseball game in progress, with a pitcher in the middle of throwing a pitch. The pitcher is wearing a baseball glove, and the ball is in the air, close to the pitcher. There are several other players on the field, including a batter, a catcher, and a few other players in various positions.

In the background, there are multiple people watching the game, likely spectators or teammates. The scene is set on a baseball field, with the pitcher standing on the pitcher's mound, ready to make the pitch.","The image captures a baseball game in progress, with a pitcher in the middle of throwing a pitch. The pitcher is wearing a baseball glove, and the pitch is being thrown towards the batter. The batter is ready to swing, holding a baseball bat"
377155,COCO_val2014_000000377155.jpg,2,2,2,0,0,0,0,0,0,0,,,,,"The image features a woman standing in a grassy field, holding a black and silver umbrella. She is posing for the camera, and the umbrella is open, providing shade for her. The woman is wearing a red shirt and blue jeans, and she appears to be enjoying her time outdoors.

In the background, there are several umbrellas of different sizes and colors, creating a visually interesting scene. The umbrellas are scattered throughout the field, with some closer to the woman and others further away.","The image features a woman standing in a grassy field, holding a black and blue umbrella. She is posing for the camera, and the umbrella is open, providing shade and protection from the elements. The woman is wearing a red shirt and appears to be enjoying her time outdoors.

In the background, there are several umbrellas of different sizes and colors, creating a visually interesting and colorful scene. The umbrellas are scattered throughout the field, adding a unique and vibrant touch to the scene."
37734,COCO_val2014_000000037734.jpg,3,2,2,1,0,0,0,0,0,0,backpack,,,,"The image depicts a man standing in a room filled with various pieces of luggage. The room appears to be a luggage storage area, possibly in an airport or a hotel. The man is wearing a red and white jacket, and he is surrounded by numerous suitcases and backpacks of different sizes.

There are at least 13 suitcases and 5 backpacks in the room, with some of them placed on the floor and others stacked on top of each other. The man seems to be looking at the luggage, possibly deciding which one to take or","The image depicts a man standing in a room filled with various pieces of luggage. The room appears to be a luggage storage area, possibly in an airport or a hotel. The man is wearing a red and black jacket, and he appears to be looking at the luggage.

There are numerous suitcases of different sizes and colors scattered throughout the room. Some suitcases are placed on the floor, while others are stacked on top of each other. The room is filled with luggage, creating a sense of abundance and abundance. The man appears to be in the"
378096,COCO_val2014_000000378096.jpg,5,3,3,2,0,0,0,0,0,0,cake; fork,,,,"The image features a man and a woman sitting together at a dining table, enjoying a meal and drinks. The man is wearing a red sweater, and the woman is wearing a black jacket. They are both smiling and posing for the camera.

On the table, there are two wine glasses, one closer to the man and the other near the woman. There are also two cakes placed on the table, one in front of the woman and the other in front of the man. A fork can be seen near the cake in front of the woman.

The d","The image features a man and a woman sitting together at a dining table, enjoying a meal together. The man is wearing a red sweater, and the woman is wearing a black jacket. They are both smiling and posing for a picture.

The table is set with various items, including a wine glass, a wine glass, and a wine glass. There are also two wine glasses on the table, one closer to the man and the other closer to the woman. A wine glass is placed near the woman, and another wine glass is placed near the man.

The table is"
378098,COCO_val2014_000000378098.jpg,3,2,2,1,0,0,0,0,0,0,dining table,,,,"The image features a delicious meal consisting of a variety of vegetables and meat. The vegetables include several pieces of broccoli, cauliflower, and carrots, all placed on a plate. The meat, which appears to be steak, is also present on the plate, adding to the enticing meal. The dish is served on a dining table, ready to be enjoyed by someone.","The image features a delicious meal consisting of a variety of vegetables and meat. The vegetables include broccoli, cauliflower, and carrots, all of which are placed on a plate. The vegetables are accompanied by a piece of meat, possibly steak, which is also placed on the plate. The vegetables and meat are arranged in a visually appealing manner, creating an appetizing meal."
378147,COCO_val2014_000000378147.jpg,2,2,2,0,0,0,0,0,0,0,,,,,"The image features an older man standing in front of a projection screen, which displays a music score. He appears to be giving a presentation or lecture on the music, possibly discussing the sheet music displayed on the screen. The man is wearing glasses and a tie, which adds to his professional appearance.

The projection screen is positioned in the background, occupying a significant portion of the image. The man is standing in the foreground, with the screen taking up a large portion of the space between him and the viewer.","The image features an older man standing in front of a projection screen, which displays a music score. The man appears to be a musician, possibly a conductor or a music teacher, as he is focused on the music score displayed on the screen. The man is wearing glasses and appears to be engaged in the presentation or lecture.

The projection screen is positioned on the left side of the image, while the man is standing on the right side of the image. The man is also wearing a tie, which is visible on the left side of the image."
379144,COCO_val2014_000000379144.jpg,2,2,2,0,0,1,1,1,0,1,,,chair,car,"The image features a blue truck driving down a street, with a person visible in the passenger seat. The truck is a large, blue dump truck with a blue trailer attached to it. The truck is positioned in the middle of the street, and the person in the passenger seat appears to be looking out the window.

There are also two other vehicles in the scene, one located on the left side of the truck and another on the right side. The street appears to be a busy road with multiple vehicles present.","The image features a blue truck driving down a street, with a blue truck cab and a blue truck cab trailer attached. The truck is driving on a street with a white line, possibly indicating a designated lane for the truck. The truck is driving down the street, and there is another truck visible in the background.

There are also two people in the scene, one near the truck cab and another further away. The people might be pedestrians or truck drivers, but their exact roles cannot be determined from the image."
381213,COCO_val2014_000000381213.jpg,1,1,1,0,0,1,0,1,0,0,,,bird,,"The image features a group of zebras in a dirt field, standing near a fence. There are five zebras in total, with some of them standing closer to the fence and others further away. The zebras are spread out across the field, with some standing near the center and others towards the edges.

In addition to the zebras, there are two birds visible in the scene, one near the top left corner and the other towards the top right corner. The birds seem to be observing the zebras as they graze in the field.","The image features a group of zebras in a dirt field, standing and grazing in a fenced-in area. There are four zebras in total, with one zebra standing closer to the left side of the image, another in the middle, and two more zebras on the right side of the image. The zebras are grazing on the dirt field, enjoying their time in the fenced-in area."
38155,COCO_val2014_000000038155.jpg,2,2,2,0,0,0,0,0,0,0,,,,,"The image depicts a group of people playing a game of frisbee in a grassy field. There are at least nine people in the scene, with some standing closer to the foreground and others further in the background. They are all actively engaged in the game, with one person in the center of the field holding a frisbee, ready to throw it.

The field is surrounded by trees, creating a pleasant and natural environment for the game. The players are spread out across the field, with some standing closer to the trees and others further away. The atmosphere appears to be lively and fun","The image depicts a group of people playing a game of frisbee in a grassy field. There are at least nine people in the scene, with some of them actively participating in the game and others watching the game from the sidelines. The frisbee can be seen in the air, indicating that the game is in progress.

The players are spread out across the field, with some players closer to the foreground and others further in the background. The players are engaged in the game, enjoying the outdoor activity and the camaraderie of the group."
382111,COCO_val2014_000000382111.jpg,4,4,4,0,0,0,0,0,0,0,,,,,"The image features two men riding horses in a gas station parking lot. One man is riding a white horse, while the other man is riding a brown horse. They appear to be enjoying their time together, possibly taking a break from their journey.

In the background, there are several cars parked around the gas station, including a truck on the right side of the scene. The parking lot is filled with various vehicles, indicating that it is a busy location.","The image features two men riding horses in a gas station parking lot. One man is riding a white horse, while the other man is riding a white horse with a white horse following closely behind. The men appear to be enjoying their time together, possibly taking a break from their ride.

The gas station parking lot is filled with various vehicles, including cars and trucks. There are several cars parked in the lot, and a truck is visible in the background. The gas station is likely a popular spot for people to stop and refuel their vehicles."
383777,COCO_val2014_000000383777.jpg,4,3,3,1,0,1,1,0,1,0,truck,,,,"The image features a man wearing a suit and tie, standing next to his bicycle on a sidewalk. He is smiling and appears to be enjoying his time. The man is holding the handlebars of the bicycle, which is parked on the sidewalk.

In the background, there are several cars parked along the street, with one car on the left side of the image and two cars on the right side. Additionally, there are two trucks parked further back on the left side of the scene.","The image features a man wearing a suit and tie, standing next to his bicycle on a city street. He is smiling and appears to be enjoying his time. The man is holding the handlebars of his bicycle, which is parked on the sidewalk.

The street is lined with parked cars, with one car parked behind the man and another car parked further down the street. There are also a few other people in the scene, with one person standing near the man and another person walking down the street."
38438,COCO_val2014_000000038438.jpg,1,1,1,0,0,0,0,0,0,0,,,,,"The image features a white and gray cat lying on a rug, surrounded by a variety of shoes. The cat is positioned in the center of the scene, with its body stretched out and occupying a significant portion of the rug. 

There are several shoes scattered around the cat, with some located near the left side of the rug, others on the right side, and a few in the middle. The shoes come in different sizes and styles, adding a sense of diversity to the scene.","The image features a white and gray cat lying on a rug, surrounded by a variety of shoes. The cat is resting on the rug, possibly enjoying the warmth and comfort of the rug. The shoes are scattered around the cat, with some shoes placed near the cat and others scattered around the rug.

There are at least six shoes in the scene, with some shoes placed closer to the cat and others scattered around the rug. The shoes vary in size and style, adding a sense of variety to the scene."
385473,COCO_val2014_000000385473.jpg,1,1,1,0,0,0,0,0,0,0,,,,,"The image features a close-up view of a motorcycle wheel, showcasing the spokes and the tire. The motorcycle is parked on a street, and the wheel is prominently displayed in the foreground. The tire is black and appears to be in good condition. The motorcycle's front wheel is the main focus of the image, with the rest of the motorcycle partially visible in the background.","The image features a close-up view of a motorcycle's front wheel, showcasing its silver and chrome components. The wheel is adorned with a chrome rim and features a chrome rim on the back wheel as well. The front wheel is prominently featured in the image, with the back wheel partially visible in the background.

The motorcycle's front wheel is positioned in the foreground, while the back wheel is located in the background, creating a sense of depth and perspective in the image. The image highlights the motorcycle's sleek and shiny appearance, emphasizing the craft"
385633,COCO_val2014_000000385633.jpg,2,2,2,0,0,0,0,0,0,0,,,,,"The image features a small kitchen with a white refrigerator freezer sitting on a hardwood floor. The refrigerator is positioned in the middle of the room, and it appears to be the main focus of the space. 

In addition to the refrigerator, there is a potted plant placed on top of the refrigerator, adding a touch of greenery to the room. The kitchen also has a doorway leading to another room, which is visible in the background.","The image features a small kitchen with a white refrigerator and a potted plant placed on top of it. The refrigerator is positioned in the middle of the kitchen, while the potted plant is placed on top of it, adding a touch of greenery to the space. The kitchen appears to be empty and empty-looking, with no other objects or decorations visible in the image."
38666,COCO_val2014_000000038666.jpg,3,2,2,1,0,1,0,1,0,0,backpack,,handbag,,"The image features a young boy sitting on the grass, holding a brown teddy bear in his arms. The boy is wearing a black jacket and appears to be enjoying his time outdoors. 

In the background, there are several other people present, some of whom are standing and others sitting on the grass. A backpack can be seen placed on the ground, and a handbag is also visible in the scene. The overall atmosphere seems to be relaxed and casual, with the boy and his teddy bear being the main focus of the image.","The image features a young boy holding a brown teddy bear in front of his face. The boy is wearing a blue shirt and appears to be enjoying his time with the teddy bear. The teddy bear is positioned in front of the boy, covering his face.

There are several other people in the scene, including children and adults, who are likely enjoying a gathering or event. Some of the people are standing or sitting in the background, while others are scattered throughout the scene."
386707,COCO_val2014_000000386707.jpg,2,2,2,0,0,0,0,0,0,0,,,,,"The image features a young man standing in a store, posing in front of a display of Canon cameras. He is wearing a blue shirt and a tie, giving the impression of a professional or salesperson. The store is filled with various Canon cameras, with some placed on shelves and others displayed on the walls. The man appears to be proudly showcasing the products, possibly as a representative of the store.","The image features a young man standing in front of a display case filled with various Canon cameras and cameras. He is wearing a blue shirt and a tie, and he appears to be posing for a picture in front of the display. The display case showcases a variety of Canon cameras, including different models and sizes, arranged in an organized manner. The man appears to be the main focus of the image, as he stands in front of the display case, likely admiring the cameras or possibly considering purchasing one."
388212,COCO_val2014_000000388212.jpg,1,1,1,0,0,0,0,0,0,0,,,,,"The image features a giraffe standing in a grassy field, surrounded by trees. The giraffe is positioned in the center of the scene, with its long neck and legs prominently visible. The field appears to be a part of a zoo enclosure, as there are fences visible in the background. The giraffe seems to be enjoying its time in the open space, surrounded by the natural environment.","The image features a giraffe standing in a grassy field, surrounded by a fence. The giraffe is positioned in the center of the image, with its long neck and legs prominently visible. The giraffe appears to be looking over the fence, possibly observing its surroundings or looking for food.

The field is surrounded by a forest, providing a natural and serene environment for the giraffe. The giraffe's presence in the field suggests that it might be in a wildlife reserve or a protected area, where it can roam freely and safely."
